User ID,Age,Gender,Country,Daily Social Media Time (hrs),Daily Entertainment Time (hrs),Social Media Platforms Used,Primary Platform,Daily Messaging Time (hrs),Daily Video Content Time (hrs),Daily Gaming Time (hrs),Occupation,Marital Status,Monthly Income (USD),Device Type,Internet Speed (Mbps),Subscription Platforms,Average Sleep Time (hrs),Physical Activity Time (hrs),Reading Time (hrs),Work/Study Time (hrs),Screen Time (hrs),Notifications Received Daily,Daily Music Listening Time (hrs),Preferred Content Type,Primary Social Media Goal,Preferred Entertainment Platform,Time Spent in Online Communities (hrs),Social Media Fatigue Level (scale 1-10),News Consumption Time (hrs),Ad Interaction Count,Time on Educational Platforms (hrs),Parental Status,Tech Savviness Level (scale 1-10),Preferred Device for Entertainment,Data Plan Used,Digital Well-being Awareness,Sleep Quality (scale 1-10),Social Isolation Feeling (scale 1-10),Monthly Expenditure on Entertainment (USD)
4398,17,Female,India,3.17,5.53,1,YouTube,2.98,6.2,4.82,Professional,Single,2562.46,PC,88.94,3,6.09,2.14,1.6,4.91,6.76,180,0.66,News,Entertainment,Netflix,1.9,3,1.31,47,2.42,Yes,2,Smartphone,Unlimited,Low,4,1,284.4
4399,21,Male,USA,5.62,1.21,4,YouTube,2.97,0.86,3.71,Professional,Married,2603.71,Tablet,23.18,0,5.84,2.54,0.33,2.39,10.12,62,2.05,Movies,Entertainment,YouTube,0.91,8,0.16,32,3.82,No,5,Smartphone,Unlimited,High,2,4,68.63
4400,19,Female,Canada,3.32,8.11,1,YouTube,2.71,3.6,0.01,Professional,Widowed,7074.49,Tablet,52.99,0,5.59,1.33,3.07,3.1,10.82,186,2.9,Movies,Networking,YouTube,0.92,6,0.46,8,4.19,Yes,8,Smart TV,50GB,High,1,6,81.9
4401,19,Other,UK,4.08,1.68,5,Instagram,0.52,4.47,2.29,Professional,Divorced,6763.65,PC,44.65,5,4.94,0.43,2.18,8.7,7.39,175,5.05,News,News,Spotify,2.73,8,2.45,24,2.85,No,9,PC,10GB,High,7,8,129.32
4402,39,Female,Australia,1.75,1.69,4,Twitter,2.92,5.04,3.57,Unemployed,Married,3130.72,Tablet,8.53,3,5.05,2.17,1.71,5.63,5.5,167,4.82,Movies,Networking,Spotify,2.66,1,1.41,12,3.36,No,9,Smartphone,50GB,Moderate,7,4,193.57
4403,25,Female,UK,1.59,2.34,4,TikTok,4.27,3.41,4.18,Student,Widowed,8242.85,Smartphone,44.81,2,6.3,1.66,2.61,7.14,3.04,55,1.05,Short Videos,Networking,Netflix,3.33,2,0.16,46,1.01,Yes,6,Smart TV,50GB,High,5,8,315.8
4404,31,Female,Australia,1.26,7.86,5,Facebook,1.35,3.05,0.74,Professional,Single,7452.55,PC,32.07,1,4.29,0.91,0.97,4.3,5.37,122,1.89,Short Videos,Networking,Spotify,2.53,3,1.65,32,3.38,Yes,2,PC,10GB,High,7,6,62.51
4405,64,Female,Germany,5.59,2.87,4,TikTok,0.46,3.08,3.76,Student,Single,5605.5,PC,46.43,5,5.62,2.05,1.86,1.25,5.53,65,3.44,Short Videos,Entertainment,Netflix,2.99,7,1.51,32,3.4,Yes,9,Smartphone,50GB,Moderate,6,2,389.85
4406,48,Male,Canada,4.23,1.58,2,YouTube,3.33,6.6,4.75,Student,Single,9108.98,Tablet,91.08,1,6.33,2.63,0.81,5.06,3.91,130,0.69,News,Entertainment,Spotify,0.87,7,1.35,31,1.67,No,3,Smartphone,50GB,Moderate,4,7,335.7
4407,62,Female,Australia,5.17,5.18,5,Facebook,4.97,6.25,2.42,Student,Divorced,1155.44,PC,8.35,3,4.9,2.69,0.46,3.2,10.27,183,0.64,News,Entertainment,Netflix,1.43,7,1.07,50,1.54,No,4,PC,50GB,High,9,7,138.63
4408,20,Male,Australia,3.14,2.59,4,YouTube,3.78,1.25,4.8,Retired,Widowed,3976.6,PC,63.05,1,8.18,0.2,3.74,7.59,10.96,137,4.89,Short Videos,Networking,Netflix,1.2,5,2.13,20,4.29,No,9,Smartphone,50GB,Moderate,9,1,306.06
4409,32,Female,USA,0.82,6.88,4,TikTok,3.91,0.74,2.48,Retired,Divorced,8866.85,Tablet,38.07,4,4.64,2.39,3.74,9.43,10.14,35,4.63,News,Entertainment,YouTube,2.13,7,1.76,20,3.47,No,5,Smart TV,10GB,Low,2,5,141.97
4410,41,Male,Germany,7.09,9.64,4,Instagram,3.44,0.52,2.79,Professional,Divorced,4305.08,PC,62.7,2,6.37,1.77,1.7,7.78,7.97,132,4.67,Series,Networking,Spotify,3.6,4,0.37,28,2.12,No,4,PC,50GB,Low,3,9,152.47
4411,16,Male,Germany,4.42,6.49,5,Facebook,4.33,1.34,3.9,Professional,Widowed,8747.19,Smartphone,42.1,4,8.78,2.61,2.04,4.03,5.04,135,5.26,Short Videos,Networking,Netflix,3.92,1,1.28,36,1.88,Yes,6,Tablet,Unlimited,Moderate,4,3,117.09
4412,13,Male,Canada,2.87,9.19,5,YouTube,2.36,3.13,4.75,Retired,Divorced,517.32,PC,16.26,5,4.99,0.31,2.56,5.83,9.72,91,1.34,Series,Education,Amazon Prime,3.22,8,1.52,27,0.43,Yes,2,Tablet,Unlimited,High,4,9,281.31
4413,47,Other,Canada,0.53,2.91,3,Twitter,1.15,4.58,1.44,Retired,Married,7513.7,Tablet,12.34,0,6.18,2.41,2.6,9.21,4.48,175,3.5,Movies,Entertainment,Netflix,2.15,7,2.8,24,0.22,No,4,Smartphone,10GB,High,3,3,72.71
4414,46,Other,UK,1.46,1.37,5,YouTube,1.3,3.37,4.87,Professional,Married,4555.99,Smartphone,9.29,0,4.78,0.44,3.68,7.22,9.99,139,1.59,Series,Entertainment,Spotify,0.71,4,1.79,1,4.44,No,5,Tablet,10GB,Low,2,1,344.15
4415,34,Male,Canada,7.44,1.84,2,Facebook,2.9,2.55,4.23,Unemployed,Single,6891.73,Smartphone,15.54,5,6.79,0.2,2.46,0.7,11.25,58,5.4,News,Education,YouTube,1.07,7,1.73,38,2.07,Yes,5,Smart TV,Unlimited,Low,1,6,174.02
4416,38,Male,India,6.68,1.82,4,Twitter,3.0,2.08,4.48,Unemployed,Widowed,7434.9,PC,40.19,2,6.1,1.41,1.4,8.11,9.82,176,1.3,News,Networking,YouTube,1.32,5,2.43,27,3.54,No,2,Tablet,50GB,High,2,6,270.49
4417,34,Other,USA,1.76,0.68,1,TikTok,3.67,4.01,2.4,Unemployed,Single,3835.43,Tablet,29.02,0,6.29,2.79,3.99,5.54,5.28,139,0.72,Series,Networking,Amazon Prime,4.0,5,0.5,6,3.11,Yes,1,PC,Unlimited,Low,3,8,370.98
4418,14,Male,India,5.89,9.86,1,TikTok,0.73,2.31,1.65,Unemployed,Married,8723.11,PC,98.2,4,4.14,2.56,2.33,4.54,10.78,15,4.62,Movies,News,Spotify,1.98,7,1.12,16,2.66,No,4,Tablet,Unlimited,Low,9,8,66.52
4419,30,Male,UK,7.79,5.05,2,Instagram,4.36,4.68,3.85,Professional,Single,4973.9,PC,50.18,1,8.04,2.96,2.26,8.16,8.74,73,1.35,News,News,YouTube,0.56,6,2.76,37,2.76,No,3,Smartphone,50GB,Low,5,9,224.84
4420,22,Female,Australia,4.34,4.24,1,Instagram,3.28,5.45,3.2,Professional,Widowed,1655.87,PC,48.89,1,4.6,0.05,2.18,7.55,9.21,155,3.11,Series,Entertainment,Netflix,2.79,5,1.5,39,4.65,No,1,Smartphone,Unlimited,High,3,5,109.21
4421,18,Other,Germany,2.81,1.6,1,TikTok,4.6,2.03,4.03,Unemployed,Widowed,3885.28,Tablet,13.31,4,7.62,2.31,2.27,8.5,10.68,149,5.91,Short Videos,Entertainment,YouTube,0.16,2,1.84,41,4.18,Yes,9,PC,10GB,Low,8,3,197.61
4422,62,Other,USA,2.45,3.18,3,Facebook,3.23,6.56,4.83,Unemployed,Widowed,2931.09,Smartphone,68.59,0,5.81,1.33,3.87,1.15,11.71,153,2.84,Movies,Education,Amazon Prime,2.69,4,2.38,0,0.61,Yes,6,Smart TV,10GB,Moderate,2,5,285.17
4423,44,Female,Canada,5.95,6.04,1,Facebook,2.65,5.5,2.43,Student,Widowed,8455.43,PC,44.11,1,5.74,0.31,1.67,5.94,9.83,74,4.92,Short Videos,Networking,Amazon Prime,0.55,1,0.71,6,0.43,Yes,9,PC,Unlimited,Moderate,9,9,209.09
4424,50,Other,USA,5.61,1.34,4,Twitter,3.7,1.7,3.34,Unemployed,Widowed,2766.14,Tablet,14.12,4,6.82,2.12,1.05,8.35,2.23,73,2.39,Short Videos,Networking,YouTube,1.1,6,0.13,2,0.13,No,8,PC,10GB,Moderate,1,5,5.2
4425,29,Other,UK,7.26,3.0,2,Facebook,1.81,5.89,1.93,Unemployed,Widowed,6204.47,Tablet,73.3,0,7.23,0.74,3.89,0.23,2.14,180,4.88,News,News,YouTube,3.36,7,1.8,18,2.07,Yes,3,PC,Unlimited,Moderate,1,4,43.79
4426,33,Male,Australia,7.53,7.4,5,Facebook,4.57,6.79,3.62,Student,Widowed,2093.15,Smartphone,45.36,2,4.59,2.42,2.62,9.93,9.65,83,3.89,Movies,News,Amazon Prime,1.12,1,2.49,16,0.25,No,2,Smartphone,Unlimited,Moderate,3,3,84.41
4427,25,Other,Germany,4.55,3.87,2,YouTube,2.83,6.02,4.55,Professional,Married,3345.77,PC,20.92,4,6.13,2.17,1.9,7.28,4.17,36,4.14,Movies,Networking,YouTube,2.51,8,0.6,41,2.8,No,1,Smartphone,10GB,High,3,3,176.43
4428,18,Other,India,6.28,7.44,2,YouTube,3.2,2.12,1.32,Unemployed,Married,6038.36,Smartphone,34.66,1,8.79,0.42,2.32,3.01,9.14,192,1.29,News,Entertainment,Amazon Prime,3.47,3,0.45,31,1.1,Yes,2,Smart TV,10GB,Moderate,7,1,280.79
4429,22,Other,Australia,1.11,8.0,4,Instagram,0.33,1.71,1.22,Professional,Married,6707.15,Smartphone,6.29,5,7.19,1.44,2.76,6.18,6.8,170,5.13,News,News,Spotify,2.29,8,0.92,34,3.99,No,7,Smartphone,50GB,Low,3,8,343.82
4430,54,Other,Germany,2.82,7.77,4,Instagram,2.41,1.29,1.57,Student,Single,1840.42,Tablet,62.42,0,5.93,0.73,3.52,2.15,2.92,111,4.79,Movies,Networking,Spotify,1.83,6,1.02,7,3.83,Yes,1,PC,50GB,High,8,9,193.47
4431,48,Female,USA,6.84,2.63,5,Facebook,4.21,2.61,0.38,Unemployed,Divorced,1898.49,PC,99.0,4,5.96,0.7,1.78,6.85,5.11,70,1.82,Series,Entertainment,Amazon Prime,2.78,4,2.02,22,1.06,Yes,9,Smartphone,Unlimited,Moderate,6,8,413.78
4432,41,Other,Australia,3.29,5.13,2,TikTok,4.53,2.08,4.52,Unemployed,Single,7471.94,PC,81.62,1,5.55,0.78,3.26,8.1,7.54,77,3.48,Series,Entertainment,Spotify,1.09,8,1.04,0,2.19,No,5,Smartphone,50GB,Low,3,5,82.13
4433,37,Other,USA,6.87,1.04,2,TikTok,3.21,2.08,1.96,Professional,Married,4281.99,PC,58.56,5,8.58,1.79,1.64,2.03,7.27,78,4.02,News,Networking,Spotify,0.75,9,1.33,14,3.89,Yes,8,Smartphone,50GB,Low,5,8,445.85
4434,60,Female,UK,6.49,3.56,3,Twitter,4.97,1.44,0.96,Student,Married,3095.55,PC,57.39,2,8.34,0.79,3.04,5.15,3.4,147,4.38,Series,Entertainment,Spotify,0.63,3,2.89,19,4.3,No,3,Tablet,Unlimited,High,5,7,388.89
4435,16,Other,USA,3.25,8.37,3,Facebook,1.24,3.58,1.45,Retired,Married,4100.32,Smartphone,98.91,4,8.81,0.96,0.28,6.71,11.38,161,2.13,Short Videos,Education,Spotify,2.21,8,1.66,30,3.0,Yes,2,Smart TV,50GB,High,1,7,37.94
4436,27,Female,UK,3.09,2.92,3,YouTube,1.88,3.12,2.6,Retired,Married,4936.98,Smartphone,43.51,2,7.53,1.9,0.8,9.0,4.75,119,0.8,News,Entertainment,Spotify,1.83,6,0.14,26,3.27,No,3,Tablet,50GB,Low,3,2,379.38
4437,31,Female,Canada,5.63,4.44,4,Twitter,1.07,5.83,4.02,Unemployed,Married,5804.63,Smartphone,62.56,2,4.48,1.51,1.45,9.32,4.73,148,5.58,Movies,Networking,Netflix,2.96,3,0.5,14,1.73,No,9,Tablet,50GB,Low,3,5,430.4
4438,53,Male,Germany,1.41,5.26,5,Twitter,4.6,4.85,3.96,Student,Single,9296.16,Tablet,37.78,3,8.3,2.84,2.05,4.35,8.36,159,5.58,News,Education,Netflix,3.38,3,0.82,21,4.19,No,1,Smart TV,50GB,Moderate,6,3,46.87
4439,64,Male,India,5.93,6.17,1,Facebook,2.15,4.3,1.94,Retired,Single,1358.71,Tablet,75.56,1,6.61,1.39,0.17,0.12,2.04,175,3.06,Short Videos,Networking,Spotify,2.58,7,2.71,26,2.1,No,1,Smartphone,Unlimited,Moderate,7,8,186.41
4440,25,Female,Australia,7.97,5.44,4,TikTok,4.96,3.74,3.22,Retired,Divorced,3127.53,Smartphone,13.08,5,8.46,0.41,0.43,3.69,12.0,138,4.2,News,Entertainment,Spotify,1.9,6,1.48,9,3.94,No,2,Smartphone,50GB,Moderate,8,4,205.45
4441,58,Female,UK,4.31,2.06,2,YouTube,4.72,6.03,3.38,Student,Single,5673.96,Tablet,58.17,4,7.96,2.48,3.34,9.98,5.45,129,3.24,Movies,Entertainment,YouTube,1.92,8,2.31,42,3.81,No,9,Smartphone,10GB,Low,7,6,211.47
4442,56,Other,Canada,5.09,7.78,3,Facebook,2.42,2.39,3.22,Retired,Divorced,5090.4,PC,55.68,2,5.31,2.88,0.92,1.19,7.38,26,2.23,Movies,Networking,Spotify,0.77,1,2.43,31,0.47,No,4,Tablet,10GB,High,7,7,381.99
4443,24,Female,Germany,2.38,8.82,5,Instagram,1.21,4.95,0.37,Retired,Single,7560.15,Smartphone,28.64,0,7.99,1.98,2.19,3.63,8.42,136,2.14,News,Entertainment,Amazon Prime,2.86,8,2.7,40,1.01,Yes,3,Smart TV,50GB,Moderate,1,1,465.96
4444,33,Other,Germany,2.95,9.28,3,TikTok,3.07,4.38,4.69,Professional,Divorced,3834.68,Smartphone,76.02,2,5.71,2.22,3.68,1.62,7.94,140,1.09,Series,Education,Spotify,0.68,9,1.79,48,0.54,Yes,4,Tablet,Unlimited,Moderate,9,4,431.5
4445,34,Other,Canada,3.28,4.04,5,Instagram,4.71,1.28,4.7,Professional,Married,734.88,Smartphone,34.24,4,4.73,0.34,1.82,7.78,9.09,80,0.5,Movies,News,Netflix,3.49,8,1.56,26,1.8,Yes,1,Tablet,10GB,Low,5,8,105.97
4446,63,Other,Canada,5.1,1.87,3,TikTok,2.08,6.94,3.79,Retired,Married,7291.02,Smartphone,80.85,1,6.84,0.44,2.8,1.65,9.7,90,1.32,Series,Entertainment,Spotify,0.56,1,0.6,6,1.15,Yes,7,PC,10GB,High,4,2,226.94
4447,22,Other,Canada,6.09,0.85,1,YouTube,2.31,1.66,0.03,Retired,Married,2062.16,Smartphone,21.23,1,5.02,2.57,2.7,9.4,3.34,37,1.63,Series,News,YouTube,2.77,3,1.96,31,0.33,No,8,Smartphone,50GB,Low,8,1,380.23
4448,54,Female,USA,1.88,6.96,4,Twitter,2.19,2.3,2.33,Professional,Widowed,8707.64,Smartphone,86.36,3,7.66,0.64,0.2,7.79,2.68,199,2.87,Series,Entertainment,Amazon Prime,3.09,8,0.26,7,3.03,No,4,Tablet,10GB,High,5,9,339.56
4449,30,Other,UK,6.8,8.49,5,YouTube,3.05,1.14,1.87,Professional,Single,2744.11,PC,42.89,0,5.99,2.68,3.43,5.92,9.26,141,1.09,Series,News,Amazon Prime,0.66,3,1.82,37,3.34,No,7,Smartphone,Unlimited,Low,1,7,186.88
4450,51,Other,USA,6.74,9.56,1,Twitter,0.47,2.65,3.23,Retired,Married,2510.75,Smartphone,81.56,2,8.1,1.2,0.65,4.24,7.91,49,4.93,Short Videos,News,Amazon Prime,3.3,5,2.14,15,1.37,Yes,7,Tablet,10GB,Low,8,7,76.74
4451,34,Male,Canada,4.01,9.97,1,Instagram,2.49,4.89,1.1,Unemployed,Widowed,4499.06,PC,66.21,4,4.57,0.93,2.68,5.67,2.35,73,1.82,Series,Networking,Amazon Prime,2.15,6,1.21,1,4.95,No,7,Smartphone,50GB,Moderate,4,4,465.01
4452,43,Male,UK,7.49,7.78,1,Instagram,0.43,4.68,1.69,Professional,Divorced,1676.06,PC,26.44,0,6.52,1.55,1.32,4.13,7.58,18,2.96,News,Education,YouTube,0.65,6,0.48,16,2.73,Yes,2,Smart TV,Unlimited,Low,4,9,423.05
4453,56,Male,Canada,6.1,7.09,4,Twitter,4.21,3.82,0.85,Professional,Divorced,9287.44,PC,9.44,2,7.81,0.98,3.63,1.72,9.18,193,1.2,Short Videos,Education,YouTube,1.43,2,0.26,22,2.69,No,5,PC,10GB,Low,3,8,460.41
4454,54,Male,USA,5.55,7.89,5,Facebook,4.68,3.54,1.46,Unemployed,Widowed,4600.73,Tablet,27.87,3,5.29,2.94,2.45,6.91,3.44,123,3.43,Short Videos,Entertainment,YouTube,1.79,4,0.65,10,4.9,No,8,Tablet,Unlimited,High,9,5,193.71
4455,58,Male,UK,7.13,1.53,2,TikTok,3.74,1.15,2.65,Professional,Widowed,8649.46,Tablet,92.58,2,8.44,1.33,4.0,2.46,5.01,99,4.64,Series,Networking,Spotify,2.73,8,2.69,2,0.99,No,6,Smartphone,Unlimited,Moderate,7,4,422.7
4456,16,Female,Germany,4.55,2.88,5,YouTube,0.4,6.82,1.99,Professional,Divorced,5579.07,PC,37.25,0,7.49,2.13,1.53,7.04,3.66,66,4.84,Short Videos,Entertainment,Spotify,3.0,4,1.98,24,3.55,No,2,PC,Unlimited,Moderate,2,9,364.34
4457,48,Female,Australia,3.77,5.74,3,YouTube,1.25,4.4,0.54,Unemployed,Divorced,8795.85,PC,37.88,1,6.9,0.7,2.18,9.65,11.3,143,1.35,News,Entertainment,Spotify,0.16,8,0.76,18,3.05,Yes,7,Tablet,50GB,High,2,9,445.43
4458,20,Female,UK,5.26,5.88,1,TikTok,0.65,5.67,0.19,Professional,Widowed,2032.04,PC,43.9,1,8.99,0.1,2.75,1.73,6.87,114,1.17,Short Videos,Education,YouTube,3.03,1,0.21,37,2.88,No,7,PC,10GB,Moderate,1,3,188.04
4459,34,Other,Germany,3.61,2.77,2,Facebook,1.05,6.18,3.35,Professional,Married,8490.42,PC,44.78,0,5.32,1.63,3.49,3.13,2.12,173,2.76,News,Education,YouTube,1.45,9,0.71,17,0.41,No,8,Smart TV,10GB,Low,5,1,462.95
4460,41,Other,India,1.76,7.68,5,TikTok,4.66,4.45,0.23,Professional,Married,2354.21,Tablet,35.92,1,5.45,2.7,1.78,5.7,7.51,183,1.55,Movies,Networking,Netflix,0.66,3,2.91,19,3.39,No,2,PC,50GB,Moderate,5,2,433.1
4461,33,Other,India,3.14,7.12,5,TikTok,0.22,2.81,3.3,Unemployed,Married,9968.74,Tablet,26.18,0,7.09,0.75,1.76,4.34,11.74,88,1.56,News,Networking,Netflix,0.46,6,1.94,44,3.35,Yes,4,Smart TV,50GB,High,6,7,475.73
4462,40,Female,Australia,6.11,7.3,3,Instagram,0.89,2.38,2.31,Professional,Married,6918.88,PC,47.47,1,8.43,1.57,2.56,2.64,2.49,171,0.96,News,News,YouTube,0.31,6,2.23,7,0.41,No,9,PC,Unlimited,Moderate,3,9,86.84
4463,64,Male,Germany,5.63,0.53,5,Twitter,2.37,4.62,4.7,Student,Widowed,4163.99,PC,15.18,5,6.89,1.88,0.91,1.59,8.64,140,1.47,News,Entertainment,Spotify,0.89,6,1.54,5,1.8,No,2,Smart TV,50GB,Moderate,6,3,215.38
4464,20,Male,Australia,5.56,4.78,2,TikTok,3.73,0.56,1.45,Retired,Married,3434.93,PC,21.99,4,7.66,1.64,2.55,9.16,7.87,11,4.1,News,News,Netflix,2.72,3,0.25,13,2.34,Yes,6,Smart TV,10GB,Moderate,6,3,33.76
4465,48,Other,USA,0.74,3.56,1,Instagram,1.5,5.05,0.6,Student,Divorced,4572.1,Smartphone,6.36,5,7.36,0.45,1.89,7.52,5.49,42,0.63,Movies,News,Spotify,3.42,1,2.59,46,3.34,Yes,4,Smart TV,Unlimited,Low,3,5,357.76
4466,33,Male,Canada,7.89,7.45,5,Facebook,4.62,4.26,0.06,Student,Single,6873.25,PC,88.16,4,4.91,0.06,1.3,3.44,5.26,123,1.78,Series,Education,Amazon Prime,0.74,4,2.92,25,0.03,Yes,6,Tablet,10GB,Moderate,4,6,344.51
4467,19,Other,UK,5.87,7.02,3,Twitter,4.07,1.58,1.36,Professional,Widowed,710.3,Smartphone,9.62,1,8.8,1.05,2.61,3.84,11.64,182,4.09,Movies,Networking,Amazon Prime,3.7,5,0.04,48,2.8,No,3,PC,10GB,Low,5,3,215.37
4468,21,Female,UK,5.25,7.8,3,Instagram,2.95,4.44,2.27,Professional,Single,7609.86,PC,32.48,5,7.52,1.34,0.55,4.05,9.25,185,2.4,Series,Entertainment,YouTube,2.59,2,1.03,43,1.59,No,1,Smart TV,50GB,Low,7,7,75.18
4469,62,Female,UK,7.92,8.42,5,Twitter,4.83,2.17,3.9,Unemployed,Widowed,7004.09,Tablet,83.5,4,4.99,2.91,1.22,7.65,5.68,57,2.68,News,Education,Spotify,3.64,1,0.75,34,3.49,No,8,Tablet,50GB,High,6,6,370.45
4470,58,Male,Germany,7.51,5.58,3,YouTube,2.71,4.07,1.19,Unemployed,Single,1058.17,Smartphone,51.22,3,5.15,2.78,2.51,6.96,9.16,65,2.66,Movies,Networking,YouTube,0.07,2,0.37,5,2.19,No,6,Tablet,Unlimited,Moderate,3,7,335.45
4471,60,Other,USA,7.88,3.95,1,YouTube,1.44,5.74,2.0,Professional,Single,4256.62,Tablet,10.29,5,5.72,0.5,1.62,1.68,9.39,23,3.2,News,Networking,Netflix,1.05,1,0.77,29,4.8,No,7,PC,50GB,Low,1,9,227.87
4472,64,Female,Germany,1.38,4.82,5,Instagram,1.17,3.12,1.11,Unemployed,Widowed,3883.64,Smartphone,51.09,4,8.56,2.07,1.65,6.63,10.57,106,3.77,Series,Education,Spotify,1.7,6,2.16,27,0.32,No,7,Smart TV,50GB,Low,7,9,478.48
4473,23,Male,USA,6.94,6.36,2,Twitter,0.37,1.81,4.08,Student,Married,5623.37,PC,74.54,1,5.51,2.12,0.65,7.34,6.44,194,3.47,Series,News,Amazon Prime,1.06,6,0.75,2,4.79,Yes,9,Tablet,10GB,Moderate,6,6,82.43
4474,31,Male,India,4.07,9.71,3,Instagram,3.7,2.43,0.75,Professional,Divorced,2702.43,Tablet,95.77,4,7.9,0.96,0.37,1.07,2.32,99,5.96,Short Videos,News,Amazon Prime,3.26,2,0.29,34,2.24,Yes,9,Smart TV,10GB,Moderate,3,8,46.89
4475,47,Other,UK,3.91,0.84,4,YouTube,1.5,5.15,0.67,Professional,Single,5497.12,Tablet,12.71,3,4.16,0.92,3.73,5.28,7.94,149,3.82,News,News,YouTube,0.66,8,0.43,40,2.15,Yes,2,Tablet,50GB,Moderate,5,9,358.8
4476,38,Male,Germany,4.04,1.63,3,Instagram,4.87,2.75,0.25,Retired,Single,3437.61,PC,12.92,2,6.35,0.8,2.9,6.6,11.35,148,3.09,Short Videos,Education,YouTube,0.57,4,1.85,3,1.22,No,1,PC,Unlimited,High,4,5,269.82
4477,34,Male,Germany,5.11,5.84,5,Facebook,0.48,5.19,3.45,Professional,Married,9480.84,Smartphone,85.02,4,4.77,2.74,2.3,8.87,2.94,51,4.47,Short Videos,Entertainment,Amazon Prime,2.52,3,2.01,42,4.57,Yes,7,Smartphone,10GB,High,8,9,448.9
4478,31,Female,Australia,7.71,9.15,3,Facebook,4.61,6.59,4.58,Student,Widowed,8755.99,Smartphone,70.69,1,6.36,2.56,0.32,4.06,8.03,104,3.9,Series,News,Spotify,2.63,4,1.94,3,3.44,Yes,8,Smart TV,50GB,High,6,7,112.74
4479,43,Male,USA,5.25,5.58,5,Twitter,4.09,1.85,2.67,Professional,Single,6193.32,Tablet,84.03,4,5.55,1.22,3.65,6.47,10.84,32,5.73,News,Entertainment,Amazon Prime,3.95,4,1.12,45,0.35,Yes,2,Smart TV,10GB,High,9,8,418.4
4480,42,Male,USA,4.05,8.97,2,Twitter,1.05,1.65,1.48,Retired,Widowed,3477.71,Smartphone,14.34,0,5.67,2.82,0.39,2.03,9.81,186,3.09,News,Education,Netflix,1.16,6,1.33,28,0.32,No,7,Smartphone,Unlimited,Moderate,3,4,92.31
4481,21,Other,India,6.0,7.38,3,TikTok,1.62,1.89,4.72,Professional,Married,4165.72,Tablet,56.6,5,5.92,0.26,1.03,1.91,10.7,121,4.81,Movies,Education,Spotify,3.11,6,1.7,21,3.09,Yes,2,PC,50GB,Moderate,7,4,494.35
4482,37,Male,USA,1.96,8.68,5,Twitter,0.48,5.07,3.15,Unemployed,Divorced,7221.23,Smartphone,91.24,2,7.21,1.13,0.48,5.82,11.29,166,2.96,News,Networking,YouTube,1.37,2,1.68,35,4.54,Yes,2,Tablet,50GB,High,6,1,32.89
4483,41,Male,Australia,7.8,1.07,5,Twitter,2.98,6.05,4.35,Student,Widowed,2131.97,Smartphone,59.59,0,4.88,0.38,1.53,2.53,8.74,56,2.97,News,News,Spotify,1.97,4,2.99,37,2.91,Yes,9,Tablet,10GB,Low,4,8,65.74
4484,42,Other,Germany,0.5,9.73,3,Instagram,2.19,2.31,1.72,Professional,Widowed,7767.0,Tablet,12.31,4,6.91,0.37,0.8,2.59,6.54,44,0.64,News,Education,Amazon Prime,0.27,6,2.54,26,4.7,Yes,3,Tablet,50GB,High,1,3,213.41
4485,23,Other,USA,3.37,1.21,1,YouTube,2.21,2.03,4.32,Retired,Widowed,839.08,Smartphone,54.6,4,5.19,0.06,2.7,3.01,2.17,193,1.32,Series,Education,Amazon Prime,2.77,2,2.56,33,2.89,No,5,Smart TV,50GB,Low,6,5,307.18
4486,51,Other,Canada,1.42,3.01,5,Facebook,3.82,3.52,2.17,Student,Single,4213.56,Tablet,75.29,4,8.28,0.26,3.9,0.23,7.04,44,3.57,Series,Education,YouTube,0.3,4,0.58,41,4.34,Yes,9,Smartphone,10GB,Low,9,1,497.23
4487,14,Other,Germany,6.9,3.22,5,Instagram,2.54,3.42,1.35,Professional,Widowed,7827.95,Smartphone,85.11,2,7.64,2.88,1.66,0.5,5.62,13,3.66,Series,News,Spotify,0.01,6,2.55,17,3.69,No,7,PC,Unlimited,Moderate,1,9,205.64
4488,31,Other,Germany,3.24,4.61,4,Twitter,1.92,2.31,1.99,Unemployed,Married,8595.71,Smartphone,20.05,0,4.03,1.24,3.78,4.08,5.2,119,0.81,News,Education,YouTube,1.36,2,0.16,42,3.46,No,4,PC,Unlimited,High,7,5,280.63
4489,53,Other,UK,1.32,5.07,1,Twitter,1.06,6.03,4.58,Student,Married,9391.36,Tablet,23.64,2,6.56,1.06,1.68,9.48,10.73,14,5.79,Short Videos,Entertainment,Netflix,3.76,1,1.01,33,2.19,Yes,3,Tablet,50GB,Low,2,9,1.76
4490,42,Female,USA,2.63,7.17,4,Facebook,4.35,1.8,0.96,Unemployed,Single,3560.24,PC,9.77,2,5.23,1.86,0.54,5.24,9.07,73,2.22,News,Education,YouTube,0.18,3,0.76,33,0.81,No,9,PC,10GB,Low,7,7,264.98
4491,26,Female,Germany,7.65,1.97,5,Instagram,4.45,2.15,0.43,Retired,Divorced,1461.78,Tablet,88.31,3,8.31,0.1,0.81,6.33,8.28,199,2.33,Movies,Entertainment,Amazon Prime,1.64,2,1.26,19,4.79,Yes,2,Smart TV,Unlimited,High,3,9,444.0
